"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene","significant"
"ENSG00000152583",997.439773207048,-4.60252567692758,0.211770756715872,-21.7335280295697,9.89036415899604e-105,1.83812417894941e-100,"ENSG00000152583",TRUE
"ENSG00000148175",11193.718773887,-1.45146587997406,0.0848248918315378,-17.1113201400441,1.22198224683023e-65,1.13552700286699e-61,"ENSG00000148175",TRUE
"ENSG00000179094",776.596665468835,-3.18385728117598,0.201515441016327,-15.7995698251134,3.13246794507671e-56,1.94056389197502e-52,"ENSG00000179094",TRUE
"ENSG00000134686",2737.98198594824,-1.38714097803914,0.0915842458276541,-15.1460654122708,8.04403912787387e-52,3.7374616797884e-48,"ENSG00000134686",TRUE
"ENSG00000125148",3656.252782247,-2.20343864531794,0.147408663443823,-14.9478232407802,1.60923879613925e-50,5.98154060524959e-47,"ENSG00000125148",TRUE
"ENSG00000120129",3409.02937530956,-2.94898340153752,0.201613621263822,-14.6269055783618,1.89198465660861e-48,5.86042247384517e-45,"ENSG00000120129",TRUE
"ENSG00000189221",2341.76725275591,-3.30520054774632,0.228111111480056,-14.4894324800802,1.41305479070276e-47,3.75166046931582e-44,"ENSG00000189221",TRUE
"ENSG00000109906",385.071028862516,-7.17608054169653,0.496600506794973,-14.4504092192948,2.49200862778183e-47,5.78924754341565e-44,"ENSG00000109906",TRUE
"ENSG00000178695",2649.85014895882,2.4999126498667,0.178932897388466,13.9712299211215,2.33558107490589e-44,4.82297491968066e-41,"ENSG00000178695",TRUE
"ENSG00000101347",12703.3870621821,-3.85772301621108,0.27949347849949,-13.8025510896424,2.45990817804992e-43,4.57173934890578e-40,"ENSG00000101347",TRUE
"ENSG00000162614",5393.10168349223,-2.0299266957031,0.151717730552205,-13.3796273402905,7.95451886333186e-41,1.34395211886384e-37,"ENSG00000162614",TRUE
"ENSG00000196517",229.640742740425,2.21693468185747,0.166661340518608,13.3020331827341,2.25258462844287e-40,3.4886904433009e-37,"ENSG00000196517",TRUE
"ENSG00000096060",2564.36222687268,-3.93840263337676,0.297068112258538,-13.257574511899,4.0787542816837e-40,5.8310498711609e-37,"ENSG00000096060",TRUE
"ENSG00000116584",2250.59694884394,1.01451699333402,0.0823216096897614,12.323823564157,6.7420210855227e-35,8.35336412496263e-32,"ENSG00000116584",TRUE
"ENSG00000162616",1467.63582703992,-1.52093916593649,0.123387745631614,-12.3265009677492,6.52177025150327e-35,8.35336412496263e-32,"ENSG00000162616",TRUE
"ENSG00000166741",7432.9363516342,-2.16219129513813,0.177550924495512,-12.1778655970489,4.07815036589307e-34,4.73702653438267e-31,"ENSG00000166741",TRUE
"ENSG00000183044",498.690421563468,-1.15804232995104,0.0969897819693953,-11.9398384699581,7.33655322887648e-33,8.02057892698055e-30,"ENSG00000183044",TRUE
"ENSG00000144369",1303.27274542406,1.35032372283274,0.116074194953332,11.6332809663306,2.79157533318235e-31,2.88230153151077e-28,"ENSG00000144369",TRUE
"ENSG00000198624",2057.19173059348,-2.8949081106017,0.250748208552259,-11.5450799322395,7.81687699302925e-31,7.64613994291834e-28,"ENSG00000198624",TRUE
"ENSG00000164125",5596.34966690866,-1.12453046077182,0.0980510761196674,-11.4688232426881,1.89214777397869e-30,1.7582783189697e-27,"ENSG00000164125",TRUE
"ENSG00000108821",100990.694351515,1.29949886151116,0.115281510336546,11.272396221367,1.7961408765892e-29,1.58958467578144e-26,"ENSG00000108821",TRUE
"ENSG00000135821",19611.1821813456,-3.00413324121313,0.268904803333491,-11.1717351418504,5.60746375706866e-29,4.73703245114187e-26,"ENSG00000135821",TRUE
"ENSG00000163884",561.107166129071,-4.58215071629456,0.412489585013772,-11.1085246337591,1.14027889750783e-28,9.21394926529696e-26,"ENSG00000163884",TRUE
"ENSG00000162692",508.170232439755,3.60936816352819,0.326546905769959,11.0531384611277,2.11682606516694e-28,1.63921718421365e-25,"ENSG00000162692",TRUE
"ENSG00000164647",1920.71012986285,-1.55673265947592,0.141015935150834,-11.0394095377292,2.46648620696344e-28,1.83358584625662e-25,"ENSG00000164647",TRUE
"ENSG00000077684",1570.63461014914,-1.20685061470615,0.109674193085261,-11.0039616500114,3.65704456459848e-28,2.61408358588703e-25,"ENSG00000077684",TRUE
"ENSG00000139132",1223.46614081102,-2.2539149350255,0.205632039412754,-10.9609131994326,5.89019758302218e-28,4.0544193363136e-25,"ENSG00000139132",TRUE
"ENSG00000114098",1010.29346134236,-1.35685607691846,0.125611378617055,-10.8020156442597,3.36729088026682e-27,2.2350393217771e-24,"ENSG00000114098",TRUE
"ENSG00000181467",630.874185291974,1.27247507719428,0.118312698010343,10.7551860332273,5.60208661625804e-27,3.59016481941916e-24,"ENSG00000181467",TRUE
"ENSG00000123562",5040.48267766273,-1.02828264558667,0.0958770667740918,-10.7250115192775,7.76773948000474e-27,4.81211460786294e-24,"ENSG00000123562",TRUE
"ENSG00000165995",495.092906698546,-3.30048818116588,0.308522581729905,-10.697719961566,1.04313361011914e-26,6.25375424002069e-24,"ENSG00000165995",TRUE
"ENSG00000145777",152.372544224853,2.7865863480639,0.261723972553855,10.6470428401071,1.79992202324435e-26,1.04536096256238e-23,"ENSG00000145777",TRUE
"ENSG00000116285",3232.63543712134,-2.43982453799066,0.229464078663546,-10.6327079698085,2.09926869046401e-26,1.18226995794768e-23,"ENSG00000116285",TRUE
"ENSG00000177666",1701.23387978068,-1.1049742775217,0.104992523702987,-10.524313908746,6.67459189349129e-26,3.64844971589811e-23,"ENSG00000177666",TRUE
"ENSG00000163491",160.225059048447,2.47261473182416,0.236713950470441,10.4455809508064,1.53512572757316e-25,8.1515176134135e-23,"ENSG00000163491",TRUE
"ENSG00000183160",2987.67071981722,1.16914762377727,0.112145760160429,10.4252503358554,1.90157919143503e-25,9.81690257578333e-23,"ENSG00000183160",TRUE
"ENSG00000103196",3082.06913512982,-2.70054569594481,0.261065543385803,-10.3443206672201,4.4405437315163e-25,2.23047311487109e-22,"ENSG00000103196",TRUE
"ENSG00000119138",1683.2682077277,-2.11010896627632,0.205833144371973,-10.2515509478057,1.16459639193209e-24,5.69579577475205e-22,"ENSG00000119138",TRUE
"ENSG00000163697",2266.27450187641,-1.0806198793864,0.105631369851305,-10.2301038120358,1.45363471209872e-24,6.92712849342427e-22,"ENSG00000163697",TRUE
"ENSG00000185950",1974.88307917017,-2.16283209120193,0.211701291464977,-10.2164331461329,1.67387077305442e-24,7.77722207930411e-22,"ENSG00000185950",TRUE
"ENSG00000157150",167.615505683076,-2.93264032244902,0.28727640263675,-10.2084274779688,1.8178703088008e-24,8.24027309489337e-22,"ENSG00000157150",TRUE
"ENSG00000141401",627.527233035192,-2.35552276529664,0.233148534103287,-10.1030991867747,5.35234196689479e-24,2.36841132035094e-21,"ENSG00000141401",TRUE
"ENSG00000158246",70.302802747663,-2.33452775077325,0.231127896677045,-10.1005883942919,5.49117220394144e-24,2.37333570721515e-21,"ENSG00000158246",TRUE
"ENSG00000139289",1975.8673223812,0.991154139443595,0.0983188064431171,10.0810229019311,6.70246878843591e-24,2.83103141893367e-21,"ENSG00000139289",TRUE
"ENSG00000166482",26348.2769204739,0.963940746154567,0.0958950199005682,10.0520417760386,8.99834013644906e-24,3.71631447635346e-21,"ENSG00000166482",TRUE
"ENSG00000211445",12285.6151498691,-3.74276281324667,0.377114411495012,-9.92474087216414,3.24945654986535e-23,1.31285108650538e-20,"ENSG00000211445",TRUE
"ENSG00000133142",3055.97384805426,-1.54783863222908,0.156164970988923,-9.91156097572523,3.7080684091529e-23,1.4662649230661e-20,"ENSG00000133142",TRUE
"ENSG00000103502",3319.86908904901,-0.822550751632908,0.0835990481020514,-9.83923585623607,7.62880516359643e-23,2.95377799927999e-20,"ENSG00000103502",TRUE
"ENSG00000172986",756.366829107728,1.56950169286959,0.15967215547801,9.82952655815897,8.40127954546093e-23,3.18648531331411e-20,"ENSG00000172986",TRUE
"ENSG00000164484",816.794097566618,1.21368633901952,0.125514806128031,9.66966668284138,4.0569724203218e-22,1.50797664863361e-19,"ENSG00000164484",TRUE
"ENSG00000197043",14120.9989647215,-0.921728269264564,0.0964721251569038,-9.55434813699243,1.2436435329565e-21,4.53198334509736e-19,"ENSG00000197043",TRUE
"ENSG00000131389",740.410803126942,2.1196760141799,0.222557844112806,9.52415774258452,1.66385642458373e-21,5.94668685594013e-19,"ENSG00000131389",TRUE
"ENSG00000132356",2383.87708318029,-0.86564980523084,0.0910758922035455,-9.50470848307695,2.00609102729711e-21,7.03456636647487e-19,"ENSG00000132356",TRUE
"ENSG00000161647",166.341518087729,-1.56827913037892,0.165596165079516,-9.47050391913282,2.78496888826577e-21,9.58493459044802e-19,"ENSG00000161647",TRUE
"ENSG00000181061",2420.90428250501,-1.21028169752674,0.128067095373299,-9.45037204130319,3.37628501108773e-21,1.14087739874664e-18,"ENSG00000181061",TRUE
"ENSG00000250978",56.3181939282226,-6.30020905067166,0.667830114086463,-9.43384989353143,3.95307029491472e-21,1.31192520412482e-18,"ENSG00000250978",TRUE
"ENSG00000157514",2205.70579219808,-3.33850740796435,0.355372935801692,-9.39437720667429,5.7557316608e-21,1.87667145466611e-18,"ENSG00000157514",TRUE
"ENSG00000132970",1322.81532016482,-1.10253701156734,0.118148141430538,-9.33181849682798,1.04069778508116e-20,3.33471867857473e-18,"ENSG00000132970",TRUE
"ENSG00000110756",995.251537070175,-1.59106607704952,0.170864388010904,-9.31186478102148,1.2560736429424e-20,3.91702633691806e-18,"ENSG00000110756",TRUE
"ENSG00000124766",1281.46865801595,2.35748276526817,0.253189261762212,9.31114830407873,1.2645767027984e-20,3.91702633691806e-18,"ENSG00000124766",TRUE
"ENSG00000134253",136.921586068676,1.96771790099234,0.211657942939057,9.29668820205304,1.44888348764579e-20,4.41434419965526e-18,"ENSG00000134253",TRUE
"ENSG00000221869",1963.57429862035,-1.4992533409315,0.161386781473249,-9.28981498512637,1.54556751329734e-20,4.63296326365016e-18,"ENSG00000221869",TRUE
"ENSG00000163110",1314.18432532042,-1.58697432701705,0.171107601866732,-9.27471549892373,1.78093688556837e-20,5.2537638124267e-18,"ENSG00000163110",TRUE
"ENSG00000157110",2970.45509966733,-0.893717814623156,0.0977582578234665,-9.1421209268791,6.12393069242703e-20,1.76645667586011e-17,"ENSG00000157110",TRUE
"ENSG00000157613",2782.52862633184,0.979265818095396,0.107126978864718,9.1411689984465,6.17808361210156e-20,1.76645667586011e-17,"ENSG00000157613",TRUE
"ENSG00000227051",4615.74006753287,1.14517028050774,0.125698788271425,9.11043213905086,8.20544771468531e-20,2.31057948147616e-17,"ENSG00000227051",TRUE
"ENSG00000196975",4908.8181516426,-1.1932897073569,0.131518959980495,-9.0731382572815,1.15637413944763e-19,3.20764378830361e-17,"ENSG00000196975",TRUE
"ENSG00000169738",627.449246972015,-2.14974352797985,0.237255914632763,-9.06086379893769,1.29421528312278e-19,3.53720456424072e-17,"ENSG00000169738",TRUE
"ENSG00000112837",2754.96812806571,1.80341164678393,0.199386413997432,9.04480706898697,1.49929694891589e-19,4.03832373849303e-17,"ENSG00000112837",TRUE
"ENSG00000151726",1460.17800298032,-1.60418024322007,0.177466564679015,-9.03933789512164,1.57623620695383e-19,4.18490712946242e-17,"ENSG00000151726",TRUE
"ENSG00000146592",669.401293086846,1.99489038122359,0.221555860756275,9.00400636848008,2.17627522079122e-19,5.69663027864858e-17,"ENSG00000146592",TRUE
"ENSG00000157214",3009.26322295794,-1.98770269757036,0.22080185160047,-9.00220121870632,2.21236612563027e-19,5.71067006178314e-17,"ENSG00000157214",TRUE
"ENSG00000154734",30315.1354711078,-2.29533320517725,0.25524456513611,-8.9926819948282,2.41269549510401e-19,6.14245832554904e-17,"ENSG00000154734",TRUE
"ENSG00000185432",3885.6492404017,-2.32574937133417,0.259324273309271,-8.96849855840711,3.00583679891092e-19,7.54911850104856e-17,"ENSG00000185432",TRUE
"ENSG00000174306",3234.85251306157,-1.14157390113973,0.127677407600685,-8.94107988713269,3.85385645196839e-19,9.54985628797766e-17,"ENSG00000174306",TRUE
"ENSG00000173838",47.3524552949313,-3.88507412138023,0.434981742668379,-8.93157974297355,4.19968171752223e-19,1.02698795684409e-16,"ENSG00000173838",TRUE
"ENSG00000177283",115.085170511591,-2.46976989029535,0.277147100056245,-8.9114044122927,5.0390152317272e-19,1.21623504002143e-16,"ENSG00000177283",TRUE
"ENSG00000146006",46.8075965458274,4.12380373137487,0.463508680153011,8.89692881266762,5.74133002402595e-19,1.36798228841695e-16,"ENSG00000146006",TRUE
"ENSG00000113456",944.895484182232,-0.830115293648097,0.0933331000794714,-8.89411465965739,5.88868714691036e-19,1.38533228639657e-16,"ENSG00000113456",TRUE
"ENSG00000128311",316.409229736023,-1.30478973675086,0.147192832630385,-8.86449233589593,7.68534355783318e-19,1.78540137527912e-16,"ENSG00000128311",TRUE
"ENSG00000179593",67.2430476358842,-9.60973810157969,1.08887136220128,-8.82541173840083,1.09057825614085e-18,2.50227122103429e-16,"ENSG00000179593",TRUE
"ENSG00000103485",865.205449337359,1.21092810705948,0.137659525982784,8.79654421598785,1.41093986658303e-18,3.19784358785922e-16,"ENSG00000103485",TRUE
"ENSG00000137672",655.449436784439,-1.95878946201293,0.223909167287032,-8.74814321247475,2.16891898809518e-18,4.85654932454807e-16,"ENSG00000137672",TRUE
"ENSG00000246430",2162.53881470905,-2.06345218245787,0.235924942385279,-8.74622310636463,2.20612706129798e-18,4.88105612312179e-16,"ENSG00000246430",TRUE
"ENSG00000118689",5165.48667934315,-1.27171140498066,0.14647369962257,-8.68218259153402,3.88245485577992e-18,8.4888733523141e-16,"ENSG00000118689",TRUE
"ENSG00000112773",516.800784800124,1.19084398007225,0.137838201629576,8.63943352418734,5.64924235935279e-18,1.220827549402e-15,"ENSG00000112773",TRUE
"ENSG00000106976",884.745882993046,1.75522147738355,0.203196600977563,8.63804546404471,5.71828631913476e-18,1.2215442671393e-15,"ENSG00000106976",TRUE
"ENSG00000131871",806.896211416967,-0.686018714420752,0.0794765286584395,-8.63171462066498,6.04390270353796e-18,1.27643104255969e-15,"ENSG00000131871",TRUE
"ENSG00000169715",554.194641254197,-2.17590453661385,0.253192223684453,-8.59388374946944,8.40780885971143e-18,1.75572053548019e-15,"ENSG00000169715",TRUE
"ENSG00000072958",2129.43443527067,-1.08848871436053,0.126794395356233,-8.5846753028979,9.10933433415682e-18,1.88107754000338e-15,"ENSG00000072958",TRUE
"ENSG00000150907",678.868174958036,-2.28866082505543,0.267291774557494,-8.56240648947896,1.1053568495984e-17,2.2574787966798e-15,"ENSG00000150907",TRUE
"ENSG00000143320",1492.12556609689,1.67067802257625,0.195673178429591,8.53810438397623,1.36441639213086e-17,2.75626941823391e-15,"ENSG00000143320",TRUE
"ENSG00000128923",1415.67842643882,-1.03527522047915,0.122233073791831,-8.46968163659433,2.46064635807574e-17,4.91732393170298e-15,"ENSG00000128923",TRUE
"ENSG00000067369",1878.40236760863,0.758276835775484,0.0899896931811099,8.42626315270799,3.56879098172828e-17,7.05595536121491e-15,"ENSG00000067369",TRUE
"ENSG00000100784",87.3238286571985,2.45369221838136,0.291703786884279,8.411588497323,4.0449481574376e-17,7.91319594799767e-15,"ENSG00000100784",TRUE
"ENSG00000163513",13216.6476019075,-1.45496463510939,0.17356031450437,-8.38304908160763,5.15739573526647e-17,9.98439580624244e-15,"ENSG00000163513",TRUE
"ENSG00000187193",37.3831222408412,-3.17271093547453,0.379885627369656,-8.35175301956676,6.72571855125998e-17,1.28863380696048e-14,"ENSG00000187193",TRUE
"ENSG00000162704",2581.28053913118,-0.88786973492823,0.106424073573829,-8.34275277305835,7.25808045176529e-17,1.37644311424549e-14,"ENSG00000162704",TRUE
"ENSG00000134243",5510.95825597916,-2.2240182035679,0.267585258894744,-8.31143768066361,9.45494983840703e-17,1.77495194693732e-14,"ENSG00000134243",TRUE
"ENSG00000167549",1996.3871741822,-2.36461417845396,0.285870929786025,-8.271614676679,1.3215682835898e-16,2.45613465505164e-14,"ENSG00000167549",TRUE
"ENSG00000087448",907.658851358475,-1.05841792276054,0.128076039428617,-8.26398073739973,1.40893358747432e-16,2.59257729932775e-14,"ENSG00000087448",TRUE
"ENSG00000162426",168.597115791997,-1.29515722296991,0.156883371230726,-8.25554176207207,1.51214738547608e-16,2.75522148618362e-14,"ENSG00000162426",TRUE
"ENSG00000101342",42.9011868528458,-4.18684451068885,0.507386713539049,-8.25178192287573,1.56049993523824e-16,2.8157176015925e-14,"ENSG00000101342",TRUE
"ENSG00000051108",2272.41984444954,-0.747890406351555,0.0909987867457919,-8.21868546929984,2.05745862012824e-16,3.67671812068109e-14,"ENSG00000051108",TRUE
"ENSG00000103064",780.765707845921,-1.42507695674725,0.173569382418026,-8.21041670422659,2.20422174757375e-16,3.90147249320554e-14,"ENSG00000103064",TRUE
"ENSG00000099860",368.158031967728,-1.45586486945199,0.178326760917285,-8.16402912251222,3.24030729023722e-16,5.68123688576025e-14,"ENSG00000099860",TRUE
"ENSG00000020577",3105.00555637675,-1.20709189759549,0.148006476789993,-8.15566942592819,3.47251055738629e-16,6.03145875785272e-14,"ENSG00000020577",TRUE
"ENSG00000157152",49.948908756072,-3.55928572512124,0.436536215449423,-8.15347180635834,3.53622728380472e-16,6.08525778421395e-14,"ENSG00000157152",TRUE
"ENSG00000253368",1040.17649034906,-1.96740782779697,0.241514215761119,-8.14613674643038,3.75735213891459e-16,6.40645775245207e-14,"ENSG00000253368",TRUE
"ENSG00000105516",84.5749847267979,1.65520538971996,0.203377352640561,8.13859246484185,3.99899580098044e-16,6.72993193508044e-14,"ENSG00000105516",TRUE
"ENSG00000145685",2018.16368824202,1.24346121427313,0.152797404611087,8.13797339973212,4.01949122837734e-16,6.72993193508044e-14,"ENSG00000145685",TRUE
"ENSG00000019995",2078.38755449834,-0.920560398782293,0.113390275698967,-8.11851274818514,4.71931146543701e-16,7.83110746295954e-14,"ENSG00000019995",TRUE
"ENSG00000173068",2793.38464596547,0.874885608701912,0.107929483585411,8.10608537758415,5.2276717654834e-16,8.59790086385035e-14,"ENSG00000173068",TRUE
